name,reference,food_interactions
Encorafenib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of encorafenib.', ""Exercise caution with St. John's Wort. This herb induces CYP3A metabolism, which may reduce serum levels of encorafenib."", 'Take with or without food.']"
Ribociclib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of ribociclib.', ""Avoid St. John's Wort. This herb induces CYP3A metabolism, which may reduce serum levels of ribociclib."", 'Take at the same time every day. Official labeling suggests taking ribociclib in the morning.', 'Take with or without food.']"
Lasmiditan,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol.', 'Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.']"
Rilmenidine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol. Concomitant use is not recommended as alcohol may increase the sedative effects of rilmenidine.', 'Take with food. However, the bioavailability of rilmenidine is not affected by food.']"
Vonoprazan,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Take with or without food. High-fat meals may decrease the absorption of vonoprazan; however, these changes are not considered clinically significant.']"
Ebastine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food. Taking ebastine with food may increase its bioavailability.']
Cabotegravir,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Take at the same time every day. Take the oral tablets at the same time every day.', 'Take with food. Take the oral tablets with a meal.']"
Rifamycin,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol.', 'Take with a full glass of water.', 'Take with or without food.']"
Istradefylline,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","[""Avoid St. John's Wort. St. John's Wort decreases istradefylline concentrations."", 'Take at the same time every day.', 'Take with or without food.']"
Talazoparib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Take at the same time every day.', 'Take with or without food. A high-fat, high-calorie meal decreases Cmax and delays Tmax, but not to a clinically significant extent.']"
Tenapanor,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take before a meal. Tenapanor should be administered immediately prior to the first meal of the day and immediately prior to dinner.']
Momelotinib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food. Food has no clinically significant effect on drug exposure.']
Capmatinib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Take with or without food. Co-administration with high-fat meals slightly alters AUC, but not to a clinically significant extent.']"
Niraparib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Take at the same time every day.', 'Take with or without food. Food does not affect the absorption of niraparib.']"
Fostemsavir,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","[""Avoid St. John's Wort. The use of strong inducers of CYP3A enzymes, including St. John's Wort, is contraindicated in patients receiving fostemsavir."", 'Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.']"
Bictegravir,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","[""Avoid St. John's Wort."", 'Take at the same time every day.', 'Take separate from antacids. Take bictegravir at least 2 hours before or 6 hours after taking antacids containing aluminum or magnesium.', 'Take with food. When taking iron or calcium-containing products, bictegravir should be taken with food.', 'Take with or without food.']"
Tivozanib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food.']
Baricitinib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Take with or without food. A high-fat meal can decrease the mean AUC and Cmax of baricitinib and delay Tmax, but not to a clinically singificant extent.']"
Nifurtimox,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol. Alcohol use during nifurtimox treatment may increase undesirable adverse effects.', 'Take with food.']"
Esketamine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol. Ingesting alcohol may increase the sedative effects of esketamine.', 'Take separate from meals. Avoid eating for at least 2 hours, and drinking for at least 30 minutes before taking esketamine.']"
Ertugliflozin,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid excessive or chronic alcohol consumption. Alcohol abuse may increase the risk of ketoacidosis.', 'Take with or without food. Food does not significantly affect drug pharmacokinetics. Take the drug the morning.']"
Neratinib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of neratinib.', ""Exercise caution with St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of neratinib."", 'Take at the same time every day.', 'Take separate from antacids. Take antacids at least 3 hours before or after neratinib.', 'Take with food.']"
Indium In-111 pentetreotide,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Drink plenty of fluids.']
Osilodrostat,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Take with or without food. Administration with food slightly alters absorption, but not to a clinically significant extent.']"
Relugolix,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food. Administration with food does not result in any clinically meaningful differences in pharmacokinetics.']
Brexanolone,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Avoid alcohol. Ingesting alcohol may increase the dizziness and drowsiness caused by brexanolone.']
Romosozumab,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Administer calcium supplement. Ensure adequate calcium supplementation.', 'Administer vitamin supplements. Ensure adequate vitamin D supplementation.']"
Infigratinib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Take on an empty stomach. Take drug at least 1 hour before or 2 hours after food, at approximately the same time each day. Food increases the systemic exposure to infigratinib.', 'Take with a full glass of water. Do not crush, chew or dissolve.']"
Apalutamide,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Take at the same time every day.', 'Take with or without food.']"
Valbenazine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","[""Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of valbenazine."", 'Take with or without food.']"
Deflazacort,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of deflazacort.', ""Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of deflazacort."", 'Take with or without food. The tablets may be crushed and mixed with applesauce and consumed immediately.']"
Vosoritide,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Drink plenty of fluids. To reduce the risk of hypotension, patients should drink 240-300 mL of fluid in the hour prior to administration.', 'Take with food. To reduce the risk of hypotension, patients should ensure adequate food intake prior to vosoritide injection.']"
Bempedoic acid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food.']
Difelikefalin,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Avoid excessive or chronic alcohol consumption. Difelikefalin can cause dizziness and somnolence that may be exacerbated by the CNS depressant effects of alcohol.']
Selinexor,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food. Co-administration with food does not affect pharmacokinetics.']
Delafloxacin,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid multivalent ions. Separate the administration of multivalent cations from delafloxacin by at least 6 hours before or 2 hours after delafloxacin.', 'Take separate from antacids. The administration of antacids should be separated from delafloxacin by at least 6 hours before or 2 hours after delafloxacin.', 'Take with or without food.']"
Avelumab,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food.']
Lemborexant,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take on an empty stomach. Co-administration with food delays absorption and sleep onset.']
Duvelisib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","[""Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of duvelisib."", 'Take with or without food.']"
Dacomitinib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of dacomitinib.', ""Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of dacomitinib."", 'Take at the same time every day.', 'Take separate from antacids. Take dacomitinib at least 6 hours before or 10 hours after administering antacids.', 'Take with or without food.']"
Binimetinib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food.']
Glasdegib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","[""Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of glasdegib."", 'Take at the same time every day.', 'Take with or without food.']"
Elagolix,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Administer calcium supplement. This will minimize the risk of bone mineral density loss.', 'Administer vitamin supplements. Administer Vitamin D supplements to minimize the risk of bone mineral density loss.', 'Take at the same time every day.', 'Take with or without food.']"
Letaxaban,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.']"
Entrectinib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of entrectinib.', ""Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of entrectinib."", 'Take with or without food. Co-administration of food does not affect pharmacokinetics.']"
Benznidazole,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food.']
Avatrombopag,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with food.']
Abemaciclib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of abemaciclib.', ""Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of abemaciclib."", 'Take at the same time every day.', 'Take with or without food.']"
Nirogacestat,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid grapefruit products. Nirogacestat is a CYP3A substrate and grapefruit is a known CYP3A inhibitors.', 'Take separate from antacids. take nirogacestat 2 hours before or 2 hours after taking the antacid.', 'Take with or without food.']"
Fostamatinib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","[""Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of fostamatinib."", 'Take with or without food.']"
